	u{power: 1.0}_u	C_u	d^2u/dx0^2{power: 1.0}_u	du/dx1{power: 1.0}_u	du/dx0{power: 1.0}_u	d^2u/dx1^2{power: 1.0}_u
0	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
1	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
2	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
3	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
4	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
5	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
6	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
7	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
8	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
9	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
10	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
11	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
12	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
13	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
14	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
15	0.0	0.0	0.0	0.0	-1.0	0.0
16	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
17	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
18	0.0	-0.046539787115087536	0.3214779108510049	0.0	-1.0	0.0
19	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
20	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
21	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
22	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
23	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
24	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
25	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
26	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
27	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
28	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
29	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
30	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
31	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
32	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
33	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
34	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
35	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
36	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
37	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
38	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
39	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
40	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
41	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
42	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
43	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
44	0.0	0.0	0.0	0.0	-1.0	0.0
45	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
46	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
47	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
48	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
49	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
50	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
51	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
52	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
53	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
54	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
55	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
56	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
57	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
58	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
59	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
60	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
61	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
62	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
63	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
64	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
65	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
66	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
67	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
68	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
69	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
70	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
71	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
72	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
73	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
74	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
75	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
76	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
77	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
78	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
79	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
80	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
81	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
82	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
83	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
84	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
85	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
86	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
87	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
88	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
89	0.0	-0.046539787115087536	0.3214779108510049	0.0	-1.0	0.0
90	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
91	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
92	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
93	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
94	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
95	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
96	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
97	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
98	0.0	0.0	0.0	0.0	-1.0	0.0
99	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
100	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
101	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
102	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
103	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
104	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
105	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
106	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
107	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
108	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
109	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
110	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
111	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
112	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
113	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
114	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
115	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
116	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
117	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
118	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
119	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
120	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
121	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
122	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
123	0.0	-0.046539787115087536	0.3214779108510049	0.0	-1.0	0.0
124	0.0	-0.046539787115087536	0.3214779108510049	0.0	-1.0	0.0
125	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
126	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
127	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
128	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
129	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
130	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
131	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
132	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
133	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
134	0.0	0.004727799019920312	-1.0	0.0	0.0006933868987169726	0.04005552423739006
135	0.0	-0.046539787115087536	0.3214779108510049	0.0	-1.0	0.0
136	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
137	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
138	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
139	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
140	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
141	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
142	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
143	0.007720105171917489	-0.02013419822571762	-1.0	0.0	0.0	0.04029391881806652
144	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
145	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
146	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
147	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
148	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
149	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
150	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
151	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
152	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
153	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
154	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
155	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
156	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
157	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
158	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
159	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
160	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
161	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
162	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
163	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
164	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
165	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
166	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
167	0.0	0.004696427236903449	-1.0	0.0	0.0	0.04006445243602007
168	-1.340015313556271	4.263324879716434	-1.0	0.0	-0.04639515260386389	0.0
169	-1.3400153135562705	4.263324879716434	-1.0	0.0	-0.04639515260386151	0.0
